Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
10.0,0,66.0,0.0,6.6,5,1,v Scotland,Edinburgh,2018-06-10,ODI # 4008,60.0,Moeen Ali
10.0,1,43.0,3.0,4.3,3,1,v Australia,The Oval,2018-06-13,ODI # 4009,60.0,Moeen Ali
10.0,0,47.0,2.0,4.7,4,2,v Australia,Cardiff,2018-06-16,ODI # 4010,60.0,Moeen Ali
5.0,0,28.0,3.0,5.6,4,2,v Australia,Nottingham,2018-06-19,ODI # 4011,30.0,Moeen Ali
7.0,0,43.0,0.0,6.14,6,1,v Australia,Chester-le-Street,2018-06-21,ODI # 4012,42.0,Moeen Ali
8.4,0,46.0,4.0,5.3,4,1,v Australia,Manchester,2018-06-24,ODI # 4013,52.0,Moeen Ali
8.1,0,60.0,1.0,7.34,3,2,v India,Nottingham,2018-07-12,ODI # 4014,48.0,Moeen Ali
10.0,0,42.0,1.0,4.2,5,2,v India,Lord's,2018-07-14,ODI # 4016,60.0,Moeen Ali
10.0,0,47.0,0.0,4.7,4,1,v India,Leeds,2018-07-17,ODI # 4018,60.0,Moeen Ali
10.0,0,47.0,0.0,4.7,4,2,v Sri Lanka,Dambulla,2018-10-13,ODI # 4053,60.0,Moeen Ali
1.0,0,6.0,0.0,6.0,4,1,v Sri Lanka,Pallekele,2018-10-17,ODI # 4054,6.0,Moeen Ali
10.0,0,55.0,2.0,5.5,4,1,v Sri Lanka,Pallekele,2018-10-20,ODI # 4055,60.0,Moeen Ali
8.0,0,57.0,2.0,7.12,4,1,v Sri Lanka,Colombo (RPS),2018-10-23,ODI # 4058,48.0,Moeen Ali
10.0,0,85.0,0.0,8.5,3,1,v West Indies,Bridgetown,2019-02-20,ODI # 4096,60.0,Moeen Ali
7.0,0,51.0,0.0,7.28,3,1,v West Indies,Bridgetown,2019-02-22,ODI # 4097,42.0,Moeen Ali
2.0,0,31.0,0.0,15.5,6,2,v West Indies,St George's,2019-02-27,ODI # 4099,12.0,Moeen Ali
10.0,0,66.0,1.0,6.6,3,2,v Pakistan,Southampton,2019-05-11,ODI # 4133,60.0,Moeen Ali
6.0,0,32.0,0.0,5.33,3,1,v Pakistan,Bristol,2019-05-14,ODI # 4135,36.0,Moeen Ali
4.0,0,30.0,0.0,7.5,7,1,v Pakistan,Nottingham,2019-05-17,ODI # 4138,24.0,Moeen Ali
10.0,0,63.0,0.0,6.3,5,2,v Pakistan,Leeds,2019-05-19,ODI # 4140,60.0,Moeen Ali
10.0,0,63.0,1.0,6.3,4,2,v South Africa,The Oval,2019-05-30,ODI # 4143,60.0,Moeen Ali
10.0,0,50.0,3.0,5.0,3,1,v Pakistan,Nottingham,2019-06-03,ODI # 4148,60.0,Moeen Ali
7.0,0,35.0,0.0,5.0,3,2,v Afghanistan,Manchester,2019-06-18,ODI # 4163,42.0,Moeen Ali
10.0,0,40.0,0.0,4.0,5,1,v Sri Lanka,Leeds,2019-06-21,ODI # 4168,60.0,Moeen Ali
6.0,0,42.0,1.0,7.0,5,1,v Australia,Lord's,2019-06-25,ODI # 4173,36.0,Moeen Ali
