Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
9.0,1,35.0,2.0,3.88,1,1,v Pakistan,Durban,2019-01-22,ODI # 4081,54.0,Kagiso Rabada
10.0,0,57.0,2.0,5.7,3,1,v Pakistan,Centurion,2019-01-25,ODI # 4084,60.0,Kagiso Rabada
5.0,0,29.0,0.0,5.8,3,2,v Pakistan,Johannesburg,2019-01-27,ODI # 4087,30.0,Kagiso Rabada
10.0,1,43.0,1.0,4.3,3,1,v Pakistan,Cape Town,2019-01-30,ODI # 4090,60.0,Kagiso Rabada
9.0,0,48.0,1.0,5.33,1,1,v Sri Lanka,Johannesburg,2019-03-03,ODI # 4104,54.0,Kagiso Rabada
9.0,1,43.0,3.0,4.77,1,2,v Sri Lanka,Centurion,2019-03-06,ODI # 4107,54.0,Kagiso Rabada
6.0,2,18.0,1.0,3.0,1,2,v Sri Lanka,Durban,2019-03-10,ODI # 4112,36.0,Kagiso Rabada
10.0,1,50.0,3.0,5.0,1,1,v Sri Lanka,Cape Town,2019-03-16,ODI # 4115,60.0,Kagiso Rabada
10.0,0,66.0,2.0,6.6,3,1,v England,The Oval,2019-05-30,ODI # 4143,60.0,Kagiso Rabada
10.0,0,57.0,0.0,5.7,2,1,v Bangladesh,The Oval,2019-06-02,ODI # 4147,60.0,Kagiso Rabada
10.0,1,39.0,2.0,3.9,2,2,v India,Southampton,2019-06-05,ODI # 4150,60.0,Kagiso Rabada
8.0,1,36.0,1.0,4.5,1,1,v Afghanistan,Cardiff,2019-06-15,ODI # 4160,48.0,Kagiso Rabada
10.0,0,42.0,1.0,4.2,1,2,v New Zealand,Birmingham,2019-06-19,ODI # 4165,60.0,Kagiso Rabada
10.0,0,65.0,0.0,6.5,1,1,v Pakistan,Lord's,2019-06-23,ODI # 4171,60.0,Kagiso Rabada
10.0,2,36.0,2.0,3.6,1,1,v Sri Lanka,Chester-le-Street,2019-06-28,ODI # 4176,60.0,Kagiso Rabada
10.0,0,56.0,3.0,5.6,2,2,v Australia,Manchester,2019-07-06,ODI # 4188,60.0,Kagiso Rabada
10.0,1,51.0,1.0,5.1,1,2,v Pakistan,Centurion,2021-04-02,ODI # 4285,60.0,Kagiso Rabada
10.0,2,43.0,1.0,4.3,1,2,v Pakistan,Johannesburg,2021-04-04,ODI # 4286,60.0,Kagiso Rabada
8.2,2,43.0,2.0,5.16,1,1,v Ireland,Dublin (Malahide),2021-07-11,ODI # 4301,49.0,Kagiso Rabada
10.0,0,58.0,1.0,5.8,1,1,v Ireland,Dublin (Malahide),2021-07-13,ODI # 4302,60.0,Kagiso Rabada
9.0,0,66.0,2.0,7.33,1,1,v Sri Lanka,Colombo (RPS),2021-09-02,ODI # 4314,54.0,Kagiso Rabada
6.0,0,16.0,2.0,2.66,1,2,v Sri Lanka,Colombo (RPS),2021-09-04,ODI # 4315,36.0,Kagiso Rabada
8.0,0,46.0,0.0,5.75,1,1,v Sri Lanka,Colombo (RPS),2021-09-07,ODI # 4318,48.0,Kagiso Rabada
10.0,0,57.0,1.0,5.7,2,1,v Bangladesh,Centurion,2022-03-18,ODI # 4370,60.0,Kagiso Rabada
10.0,0,39.0,5.0,3.9,2,1,v Bangladesh,Johannesburg,2022-03-20,ODI # 4372,60.0,Kagiso Rabada
5.3,0,37.0,0.0,6.72,1,2,v Bangladesh,Centurion,2022-03-23,ODI # 4375,32.0,Kagiso Rabada
8.0,2,36.0,2.0,4.5,1,2,v India,Lucknow,2022-10-06,ODI # 4470,48.0,Kagiso Rabada
10.0,1,59.0,1.0,5.9,3,2,v India,Ranchi,2022-10-09,ODI # 4471,60.0,Kagiso Rabada
10.0,0,46.0,2.0,4.6,2,2,v England,Bloemfontein,2023-01-27,ODI # 4512,60.0,Kagiso Rabada
8.0,2,33.0,0.0,4.12,1,1,v Netherlands,Benoni,2023-03-31,ODI # 4558,48.0,Kagiso Rabada
8.0,1,36.0,1.0,4.5,5,2,v Australia,Providence,2016-06-07,ODI # 3741,48.0,Tabraiz Shamsi
9.0,0,41.0,2.0,4.55,5,2,v West Indies,Basseterre,2016-06-15,ODI # 3747,54.0,Tabraiz Shamsi
10.0,1,36.0,3.0,3.6,3,1,v Australia,Gqeberha,2016-10-09,ODI # 3792,60.0,Tabraiz Shamsi
10.0,0,60.0,0.0,6.0,6,2,v Sri Lanka,Cape Town,2017-02-07,ODI # 3833,60.0,Tabraiz Shamsi
7.0,1,39.0,1.0,5.57,5,1,v New Zealand,Hamilton,2017-02-19,ODI # 3836,42.0,Tabraiz Shamsi
3.0,1,18.0,0.0,6.0,5,2,v India,Centurion,2018-02-04,ODI # 3970,18.0,Tabraiz Shamsi
10.0,0,48.0,0.0,4.8,6,1,v India,Gqeberha,2018-02-13,ODI # 3976,60.0,Tabraiz Shamsi
8.3,0,33.0,4.0,3.88,5,1,v Sri Lanka,Dambulla,2018-07-29,ODI # 4025,51.0,Tabraiz Shamsi
10.0,0,43.0,0.0,4.3,6,1,v Sri Lanka,Dambulla,2018-08-01,ODI # 4027,60.0,Tabraiz Shamsi
10.0,0,62.0,2.0,6.2,5,2,v Sri Lanka,Pallekele,2018-08-05,ODI # 4029,60.0,Tabraiz Shamsi
10.0,0,72.0,0.0,7.2,4,1,v Zimbabwe,Paarl,2018-10-06,ODI # 4051,60.0,Tabraiz Shamsi
10.0,0,56.0,3.0,5.6,5,1,v Pakistan,Durban,2019-01-22,ODI # 4081,60.0,Tabraiz Shamsi
9.0,0,75.0,1.0,8.33,5,1,v Pakistan,Centurion,2019-01-25,ODI # 4084,54.0,Tabraiz Shamsi
